,video_id,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
1984,VL1s387lpwA,137075,4415,80,0,220
1985,ayFhuYbK1vg,33445,1153,21,0,67
1986,_7VlM5uORnw,29854,528,11,0,33
1987,HOMA1CgVLcE,68076,1309,74,0,184
1988,Shx_KFCRmL8,26435,654,39,0,74
1989,-b8IawR5l3U,30218,751,35,0,81
1990,8aNsDn6Ef7U,28351,681,22,0,58
1991,TZvHfRRRgLk,12116,623,32,0,68
1992,iElfkZZFHms,374743,8478,379,0,696
1993,NtNmjbZGAaI,1595,21,1,0,8
1994,VijD54Lghbo,25646,1115,14,0,262
1995,DQ7qGfdZNbk,20795,693,20,0,66
1996,1zvgQUl1Y6o,136569,4002,97,0,299
1997,iG8bIqXFWds,397048,7843,419,0,281
1998,Zx0nsOr1SRM,2344,124,13,0,51
1999,p32bGkxD4X0,297889,7750,115,0,1141
2000,lEsmBLTCgZ0,8329,235,4,0,26
2001,PRHZVxz2uug,6176556,137807,1441,0,11378
2002,KjDGGkuC9uw,396775,9849,183,0,1792
2003,X-yhZ6IjMY0,610299,6245,148,0,259
2004,U6ZO9C62iZE,41538,2879,13,0,213
2005,rtWf06T5N50,1100354,20682,265,0,1006
2006,ecD5Jmp_F38,412691,8937,166,0,723
2007,azpF4qOtfwQ,112355,3674,71,0,371
2008,SFuMqzgaAXo,278439,7145,152,0,924
2009,Hy8vQWyr2h0,567899,12359,355,0,1724
2010,7wA_S9syQjU,666117,15762,634,0,583
2011,-UBa6-dkvvY,5563,316,3,0,87
2012,udrI5DpyM_E,165517,3816,105,0,251
2013,wxiYNLLnt4A,256379,8994,155,0,260
2014,ZIX2O1wOsz0,215132,4477,110,0,547
2015,-zy1HnkWR9Q,45947,831,17,0,84
2016,rfRmxn4OdOo,112174,1706,34,0,302
2017,elfqrq9Z2E4,171746,3586,220,0,748
2018,7Q-DFSx-RHI,49898,1947,32,0,196
2019,W-2EZOZEueE,21818,559,16,0,66
2020,44Hd7NlsQPA,114220,3060,74,0,276
2021,c_DC3vOvrEc,297567,4882,149,0,932
2022,4T6AuIdkxBM,156759,4304,82,0,571
2023,8K2bec5uLX0,296592,5703,143,0,1035
2024,ma7fFrOWecs,28985,1356,24,0,65
2025,MHeZvmINPZQ,243221,4814,208,0,585
2026,S3UdIclOYbs,287148,10178,187,0,628
2027,Keircbkk2eU,9729,317,16,0,71
2028,lNqwbKYtdfs,109600,1729,54,0,256
2029,b9mC8dYNjPY,20720,527,16,0,64
2030,d82pAJjj5-8,122064,4292,102,0,165
2031,C3XfWuPGKd8,56169,2038,47,0,71
2032,huXf6QrhwvU,31654,1420,34,0,185
2033,vhn2P9aZr1g,350192,6556,142,0,690
2034,T76bMrJ8LnY,16324,399,9,0,27
2035,_9pYfIR88AA,55558,1501,75,0,105
2036,4llzk15IWuM,99290,2814,38,0,189
2037,0gwKtj0Ixnw,60146,1883,57,0,450
2038,PZHQdlRodgw,466619,9245,220,0,276
2039,x8s6mjKbm7U,772073,10729,473,0,436
2040,E8BcHmJHO7Q,38312,1383,23,0,53
2041,15wbnbLuV38,124153,3001,69,0,370
2042,N1uuXm0SfVU,20958,616,22,0,69
2043,hkSt4v1m3_4,87172,2284,73,0,295
2044,rb2DR8PofD0,35890,1029,21,0,77
2045,36Q7MvG_zJw,16534,441,12,0,29
2046,6mb1jO2MNeY,15927,405,10,0,25
2047,i7f5XFjuZD4,45332,1503,20,0,41
2048,NprHZ8s18_o,289868,10198,335,0,541
2049,XW7UGq6VVdI,452443,8405,230,0,654
2050,GjH3KYMFWF8,1501,50,0,0,0
2051,k2zYUOjstFs,6749,180,5,0,15
2052,rYTfTbOGhFg,800504,10184,523,0,1168
2053,yPNMqSmwmWQ,44916,1151,36,0,446
2054,ncoJctph_n8,78437,1617,46,0,214
2055,vFv5HA01uKA,2033930,9252,281,0,983
2056,1V0XKhd5HzE,143068,4025,80,0,328
2057,ej-30FlgRUQ,115234,3286,67,0,235
2058,xdoMpcZ7URc,77302,2390,66,0,255
2059,aN9ouiOK-V8,19737,844,7,0,17
2060,xMgGPde60mw,167727,2561,87,0,407
2061,NwcRLWY6YJU,44614,1267,26,0,241
2062,sC7rS4JbdXc,34530,1452,42,0,92
2063,6GOpD9MMwdY,99801,2712,60,0,322
2064,OTiXhMozhHo,177982,4749,46,0,516
2065,iUpSjUhWJV4,8673,213,4,0,53
2066,zrkL7kLJ6OU,1141850,12949,1073,0,1016
2067,BZYA2SkvKJ8,337551,3653,135,0,777
2068,2lVCuiS1TNw,511041,11085,123,0,302
2069,DITFifFISfM,89119,2279,44,0,312
2070,RfZ2giHTOZk,15155,482,16,0,47
2071,9RF_N91-IB0,12346,397,10,0,29
2072,_wyOfxrXmIQ,17564,585,16,0,59
2073,jrgfF-SlRFc,11206,387,6,0,34
2074,JFqwjj11u5Q,2291,13,0,0,0
2075,_N0kGl3-XZU,20564,643,23,0,38
2076,feq6c3-C_Ww,73575,2918,81,0,194
2077,FHo39Qr0hcc,5008,260,18,0,49
2078,jUKqvpQq3G4,314320,6127,434,0,486
2079,kNiamhwG1Uc,85744,3033,91,0,331
2080,wiCI2EWVXAU,80160,2641,51,0,148
2081,Amyck3IXQdI,104434,3622,58,0,345
2082,HV8_3tkX2m0,264137,7041,200,0,911
2083,vk7EpqBr4ss,26792,389,43,0,105
2084,_MYF7HJG3uM,29714,768,23,0,154
2085,q7jMCWZpcHM,164316,1578,73,0,252
2086,mdy-7hQvQJg,32591,1026,18,0,99
2087,5MpIOYy8l_I,264561,7828,123,0,244
2088,f1OMyK856RU,33949,837,24,0,62
2089,hENRLUystJc,34817,1554,21,0,30
2090,st101tGhbm4,42478,590,8,0,14
2091,BLNm7V7u11M,4914,137,6,0,6
2092,6Uf5zP69JQQ,15568,752,18,0,18
2093,rVxY4uUnFdY,9046,436,9,0,41
2094,tKZvCJSv_rE,21615,576,12,0,106
2095,Ns5DHiTyBYo,158280,3959,69,0,127
2096,qxBbLhAVQqg,623009,11448,328,0,724
2097,svuNhPXhk2s,1045,49,3,0,1
2098,0lM_QlzzE00,24849,1110,16,0,56
2099,Kio5SK5a6UQ,104324,3751,71,0,365
2100,89mCU_aRO0o,349908,8155,215,0,347
2101,YxJ3ieitz00,664140,10447,264,0,872
2102,OBT8hsj2VSg,301275,4582,113,0,399
2103,yN8x-gCG-bw,329896,6964,160,0,984
2104,qt2tMhM4dI8,215439,4984,118,0,511
2105,eUeYqm40yqU,143318,3688,103,0,260
2106,ugkKydD0SrI,40916,1066,35,0,110
2107,RTQUH6dMlyg,188796,5175,132,0,560
2108,2U2OFxESj3g,134055,3519,63,0,476
2109,xgKCF7OiFc8,223672,5639,59,0,724
2110,qeP1P-2AsOk,138156,2042,93,0,296
2111,JhXQKul5Ib0,906661,21705,365,0,464
2112,ujbZfbW-5Xo,15847,690,22,0,148
2113,2K0AJz2709E,55990,727,43,0,116
2114,Pkx_JLqzJ1s,132162,1622,64,0,246
2115,ezuTML3_nZo,61102,1578,48,0,162
2116,lG83eeAK9xg,308202,7867,282,0,224
2117,UQ7w48mn-4Y,460,8,4,0,1
2118,En1f21blU9U,81,0,0,0,0
2119,Qu0_NUyvipo,23,1,1,0,0
2120,ZmrwOm6ZA_k,61,0,0,0,0
2121,GLjqN6EFCT0,342,4,7,0,0
2122,_UOVrr7EjoQ,36,0,0,0,0
2123,Pkd5FFmxrMQ,33,0,0,0,0
2124,2UhJjsxVRHQ,68,2,1,0,0
2125,bHmLh7XBNEM,79,1,1,0,0
2126,hf237tW67nk,412,9,0,0,0
2127,Xc6vBnvwD-k,317,23,0,0,8
2128,JewwcOUWmfY,257021,5463,130,0,292
2129,4Dx82tG_WsA,1505766,18943,720,0,926
2130,dlJtXfG0RaM,596517,9925,284,0,607
2131,8FZNt0mii5s,367446,5917,203,0,139
2132,EohpD5cgRzA,34417,1109,26,0,73
2133,2vee27qYSpA,53238,2090,19,0,54
2134,bZvmRWW2n2A,640077,7026,263,0,158
2135,4U3bet2bTuQ,892869,11184,307,0,503
2136,bnvbbkRmNHs,21065,731,24,0,42
2137,SQbgLYHIPqY,174811,4436,218,0,166
2138,b989StLqXv4,583351,14340,295,0,517
2139,bHG4zuGfp_s,14238,347,11,0,72
2140,ZZ_Ju40BDk4,128346,2993,81,0,145
2141,CEqqcO0QDx8,61231,1580,44,0,81
2142,Ep4gCk6ZHx8,1333987,28264,1138,0,1174
2143,QblLoC-w-h4,153160,2515,68,0,143
2144,DKvj2aaANKQ,139905,3466,101,0,130
2145,5Z201AHqiew,26538,730,23,0,131
2146,pgrU6be8PVs,525466,18492,252,0,592
2147,gJBy2lKbiE4,181282,2381,82,0,612
2148,aejSOqcH1wo,1108,33,6,0,5
2149,-hZP3x60aGI,56809,2081,41,0,347
2150,fUIr7OU6bbI,23650,774,22,0,40
2151,AGSi8Ua58PU,92926,3196,67,0,238
2152,_om69Ds_4nE,24043,710,13,0,25
2153,bo1GiHs6aJM,1163,67,3,0,8
2154,_uwtvRXdaro,18578,905,15,0,201
2155,KTa8dUYAQGg,54706,1288,29,0,168
2156,7eTOEStIRMA,86144,2650,56,0,84
2157,efMoYHBTr6I,19124,555,15,0,93
2158,rEkBf5v4CVg,212399,5628,193,0,752
2159,XPP-LgyWJbE,54124,1678,29,0,64
2160,9Dz3wUEUTa8,66482,2299,21,0,161
2161,dzb1EWB8pKk,766450,25422,188,0,1364
2162,OIU_dAGDfHM,135643,2330,96,0,179
2163,HvL1KOMbvU8,2401162,24145,1812,0,1619
2164,t9q4EiM8BeM,29877,1349,27,0,272
2165,rYrL3wg7-iQ,783111,16570,797,0,1135
2166,hBHxQafALP4,221556,3963,130,0,121
2167,ZClHm3aMf8Q,89212,2485,47,0,126
2168,Ca1XtSOnLEE,2226438,34477,698,0,1252
2169,TKSgwQRVh-c,54926,2341,34,0,121
2170,PjbdinAPYiE,3010939,41621,1565,0,2114
2171,KJGdbNSKpRw,442177,9247,357,0,747
2172,GJOoqI_nJdQ,88,0,0,0,2
2173,m7xFuHk2ack,120896,3016,101,0,150
2174,OpLn9A0z50Y,118134,2129,79,0,156
2175,RFjk2DA-J2o,109,2,0,0,0
2176,NbBAfEohhoM,2057,20,4,0,5
2177,4fKnx-45k_M,1011872,12068,529,0,1165
2178,bdaa8rfbvXw,787381,10650,726,0,1564
2179,jzJtJmaCOIE,707805,14675,324,0,1164
2180,0RqZpHtyQ7w,121460,3734,51,0,117
2181,tBmGidvYdrQ,1091913,20237,317,0,1045
2182,ty_IJWxE4no,2689201,35931,1588,0,3357
2183,KuYLBh5XH1Q,472237,8293,273,0,509
2184,oWyQLGb6W8E,263576,5434,169,0,255
2185,fPkEX_SeccE,1197614,14006,251,0,1491
2186,XNQVuobqGlw,407959,4281,145,0,604
2187,iSFjiMpSCHo,230462,8410,414,0,715
2188,qiJKCYWsTJY,100316,2407,54,0,127
2189,H5VcO41tKd4,407442,12197,213,0,1336
2190,57qwhYlPiyI,2064968,63461,814,0,2685
2191,zXZ-shVe6Yg,1777,92,0,0,32
2192,jGfj54je5zI,80570,2863,86,0,303
2193,vcoQEuwufvw,59279,2253,42,0,142
2194,jJue0gMnCM0,42079,1698,92,0,138
2195,rAYy75gvFEQ,16921,554,16,0,90
2196,nv-b_l_yw5k,13523,446,21,0,14
2197,C6ujr4j2x9k,4346,125,5,0,8
2198,irzUTmlKZCU,2368371,42820,1871,0,5936
2199,roPr8gZN7as,145987,3438,90,0,397
2200,AAMf1ir56zc,88394,3270,53,0,116
2201,HKMKrmpsmRs,4826,129,5,0,7
2202,nJ3w_cfRApk,9468,523,10,0,41
2203,sOJTMZv3LYA,111586,1887,49,0,205
2204,siXTPQkgUus,778335,11931,537,0,245
2205,zBQFuroDx2Y,853450,23357,457,0,1296
2206,mzdo_22Jyeg,41767,1137,43,0,70
2207,Rlnx7rfM108,244953,2846,122,0,380
2208,71CbJn7QI8A,19830,719,22,0,41
2209,ZV_vNqPCnLk,168917,4495,84,0,316
2210,crhTz0YfKO8,679458,14181,325,0,805
2211,j_s84sJJ4Y8,4816,175,8,0,6
2212,WPINTxZYjP0,69439,1889,30,0,168
2213,TZl0DdMILtw,5849,176,3,0,11
2214,ZPtCibDkX9k,167636,5599,96,0,313
2215,mC6cjABkbDY,299826,6883,221,0,1440
2216,IbWumtl7luE,9922,302,8,0,4
2217,ZmXutpG33vM,22328,959,29,0,491
2218,ug1vLhXcWaE,55022,1854,38,0,304
2219,trcuJPQn9vk,147019,3394,155,0,93
2220,D-pouA4yqdk,81403,2219,50,0,85
2221,qYAnUvb78SY,217449,5293,138,0,299
2222,jkVZoFjFJLg,17613,895,13,0,50
2223,5b48aoS4RLo,50985,1192,39,0,112
2224,YEuafdOHITQ,250644,5120,114,0,409
2225,KaXXIgDi-X0,100556,3157,33,0,325
2226,R40NtrKRC4o,70788,1015,24,0,134
2227,yCIBIZxQ4nQ,56031,1392,47,0,335
2228,ZP3Y17BVm-g,982170,20942,604,0,956
2229,X1PV-pymcTs,6252731,68105,3461,0,0
2230,JibzXeWFjy4,56460,3630,12,0,210
2231,Y0Q_VgeKa3w,585575,13389,394,0,743
2232,yAOIvOeLx1o,175650,3780,98,0,374
2233,OSMkTWb7f68,351860,11394,607,0,2161
2234,PCyb6jQRKN4,213679,3836,114,0,391
2235,h6TNSencYM0,241127,5431,103,0,246
2236,aCOvg84st9o,130785,3108,84,0,190
2237,wv-ZyZ7sZ6c,170468,2383,73,0,177
2238,rPosuDRNJrc,871756,43948,398,0,1030
2239,iJDU3b6bcmg,11441,249,12,0,35
2240,u5CyM_nkJ2U,72299,1774,45,0,194
2241,DxYDvSr1sEc,67037,1481,44,0,198
2242,_z9QU_l7JhU,487181,13949,290,0,309
2243,WOSUSIjJVuY,90953,2415,60,0,724
2244,RvZxVrXA1Cc,1266231,14406,522,0,687
2245,VTJNugSCNMw,161197,4735,116,0,700
2246,gN38nuirVkQ,262444,6722,140,0,814
2247,SzmlYxU5CBw,225150,4037,89,0,411
2248,iBUeWYm3jNM,15988,552,12,0,153
2249,57J8t94sIPg,18392,593,13,0,37
2250,dVw1m_uR_p8,493033,10458,691,0,1466
2251,ICVJgsEs9vA,39528,1072,56,0,211
2252,slk8PISqzMQ,1751144,23357,488,0,1299
2253,GyBMvrO37vs,120273,3064,70,0,416
2254,hqbZBCq_AFU,9876,253,10,0,21
2255,vUBz8shyoI0,25037,1261,23,0,90
2256,FndKpHm6pqI,60452,2420,49,0,74
2257,RobBCGqzTuY,17544,660,14,0,109
2258,E2TqhqDl4b8,148018,3480,56,0,102
2259,OPIgs9UxNbI,45804,1332,34,0,135
2260,sZs8MaBn6qo,613514,7261,247,0,1996
2261,twUHSYoGQlY,113307,1608,23,0,255
2262,ZNPs0KNgiHE,61507,1844,44,0,164
2263,jFA7uw9s1Ok,280923,4654,178,0,293
2264,MIsCimH7YoE,122626,2911,64,0,157
2265,HeBseuKfoPQ,4366,91,6,0,59
2266,v5RYDialhnQ,33843,1114,31,0,220
2267,krwRL-ihslQ,59056,1783,42,0,489
2268,ThQ5j-n7g3A,895,24,2,0,3
2269,b1CwRoQK570,3203,97,7,0,8
2270,orMExOiTRZw,55015,2080,38,0,84
2271,2nMMDraOQtk,1387384,17414,578,0,710
2272,xmoKWD5Cypg,4497,199,3,0,30
2273,auoCqUgKmmM,11710,416,10,0,48
2274,FyH7W276KUk,523549,6732,94,0,869
2275,djxBiORsvf8,392020,12055,270,0,1182
2276,vblYc_OShEw,28218,810,27,0,56
2277,TpthsIavAfw,973,21,2,0,0
2278,F7mQv50TUy8,1964651,63810,2049,0,4582
2279,ykQ8uo6IqjU,273714,7090,69,0,538
2280,vFHtHQDv7Qk,224040,3678,40,0,692
2281,mFHVesr-hUI,11440,693,23,0,60
2282,dwEIsMZ8B9E,641321,9275,280,0,1082
2283,WGKODwWdkvA,610041,10262,319,0,1365
2284,6lt6nSl7WO0,559099,17482,352,0,1687
2285,MOAhsh2wouU,442522,13246,274,0,2529
2286,Wi8VaTp06Z8,31258,1576,14,0,101
2287,AAmOm-jdjnw,154660,3791,75,0,107
2288,7spB2NBs_pY,26934,474,28,0,149
2289,45X8uCG3_Rs,5523,112,4,0,63
2290,vqf0QCkl3M4,164437,2093,52,0,286
2291,hq8gxvH1euA,56674,1526,35,0,124
2292,3DDVeX19Pok,62943,2052,58,0,186
2293,-QbXGqyjVO4,209427,5483,170,0,1134
2294,hJK48zsWNCc,374114,9804,315,0,260
2295,M9GVbOLwsRA,288037,7319,227,0,1138
2296,Yma_uxrAQGk,6184,199,4,0,14
2297,La3ASxazS58,41715,1268,20,0,109
2298,rdt6jot0DFU,71373,1974,51,0,164
2299,iRf5FjuDW4o,543747,7040,181,0,216
2300,jTRVNseVUVs,36797,1176,42,0,95
2301,Bhsa5l-OPUE,4131,120,4,0,5
2302,vMhjvz-bNQk,22042,1037,19,0,78
2303,H9hNPhi0LLU,776555,3483,105,0,1373
2304,8Salm_zr0fg,4460,91,3,0,9
2305,52uo3wBycVI,434662,10402,219,0,370
2306,f12Pxq0htQI,2757,118,4,0,13
2307,9429BQhpjsA,593351,15296,617,0,1681
2308,LVkKLqnEss0,42638,1760,36,0,194
2309,3p4LNl8_eNs,1297,24,2,0,3
2310,buVYlsVBXJ4,7520,255,4,0,25
2311,DnZdJhm6rkg,236409,5635,145,0,689
2312,3TDGeNXj5Q8,376771,5649,144,0,395
2313,iExyi98on9U,9996,290,15,0,18
2314,2yv5IwSRtMs,146824,3974,110,0,509
2315,zXDLkdEoTZA,31803,1144,25,0,66
2316,x3OtpQr1p-w,146617,3438,90,0,431
2317,asRrbY3VlCg,21897,706,20,0,85
2318,zsuK_nXPujU,109173,3211,66,0,283
2319,OQOqyrlzORM,227920,3119,204,0,282
2320,n15EIWb4ntU,17602,513,13,0,68
2321,Io0l5uL_lw0,17557,892,23,0,101
2322,OnF_aaPCyqM,91083,2999,48,0,107
2323,ozzwIfqaLgo,3142,133,9,0,7
2324,1W7rcZaaITw,129472,0,0,0,56
2325,VL5sLEQM6A8,108696,3320,86,0,338
2326,31NEApEGYvM,1053559,12715,657,0,342
2327,iKTcrfYcWlM,34276,1258,36,0,113
2328,JfeJvchOMio,135082,4012,61,0,222
2329,v5UHETZruGo,96257,1671,76,0,155
2330,3bdFT4VS8aE,69842,1236,39,0,54
2331,fsXajz7o544,853837,14296,380,0,1123
2332,BuB_a1omyaY,43823,664,56,0,207
2333,Jug0EcwuUos,27453,1553,22,0,44
2334,tVtlfxpROpI,447262,8415,175,0,715
2335,mnwe_PbXLYo,645073,11340,130,0,378
2336,oS2zCWpeeXs,121134,3728,95,0,276
2337,UVlJo8v5fWg,232937,7232,142,0,185
2338,vypstvZSLXY,275520,7619,151,0,629
2339,_0wEWLS6d5U,6634,216,11,0,51
2340,i1tJxQl3KGc,26249,1166,36,0,258
2341,mno5KZ13xUA,1178673,20729,1315,0,1345
2342,-SBaGS5XKAs,272725,6229,151,0,604
2343,5SRmxPaA0RQ,6624,239,8,0,10
2344,MKNP2v8nENU,10667,268,11,0,43
2345,KEKuWBj7Fd4,29503,1208,37,0,117
2346,rEzoAb1GIoA,144820,3422,96,0,187
2347,s5GVlfkVQNU,2973,84,3,0,13
2348,3LyQGB0MsGw,48031,2028,50,0,185
2349,gpvNUoksTnY,85905,1306,51,0,473
2350,kLtAGiTQd60,140375,4296,79,0,132
2351,2b73guGeTGk,1786,49,6,0,3
2352,3f8fhe3zqzw,202347,5109,109,0,781
2353,Ml7fudMdsL8,37987,1331,46,0,69
2354,lOjkvOmls68,77646,2458,63,0,170
2355,mBwEtc1Ubvc,41638,744,42,0,36
2356,MbddNfhOB6o,6057,222,8,0,37
2357,OOdZfVYjWs0,95110,2898,60,0,194
2358,lQeW0KIwMJY,351445,6768,166,0,677
2359,KuQjR-BCKCI,34678,318,19,0,248
2360,yI-nTu9W8hY,36454,1057,27,0,180
2361,rjeBCJJ4if0,112703,3510,60,0,309
2362,29wCT-GigQk,154591,4326,97,0,548
2363,pEfDGZtRhQ0,43269,1316,25,0,52
2364,Urk_OxxctyA,16104,158,34,0,21
2365,d1pEh7ya4ac,2086,93,2,0,7
2366,0VYjiPMU3tU,1067,32,5,0,3
2367,QbkN-TqNECo,43270,1268,37,0,215
2368,LGco89uFS4A,435584,8077,308,0,2126
2369,sQXeqzwr_HU,584753,11614,1064,0,329
2370,aBaVfY9vnXA,174122,3256,111,0,350
2371,5bMH6FlOLXw,183,4,0,0,0
2372,n6UG3FruPws,276834,4567,71,0,278
2373,w-akry52sxI,5176,149,8,0,10
2374,0ZlvHs8UazA,128056,3682,77,0,418
2375,ik6SI7rpDgY,878235,10391,395,0,244
2376,Iw1mtIGgc98,252175,4235,242,0,1322
2377,KYeCcNSVt9Y,67715,1682,33,0,309
2378,HhX47ALASgU,910317,10487,381,0,4675
2379,ozGYH02MSvI,509780,7556,130,0,398
2380,5ftXQxFHmYM,394905,9078,139,0,171
2381,PZVDDCGee08,2071858,69480,1912,0,3603
2382,AfyGCR9HGIY,1269425,21560,594,0,2635
2383,jgKjwGhnMCI,434773,14543,313,0,783
2384,D4CnjfBZYzM,56423,1472,51,0,123
2385,7KAZj0Lel2g,1335182,24679,992,0,3351
2386,8gVyy85LJLo,60816,846,38,0,138
2387,tYL6xhV7DLc,376877,13380,427,0,1859
2388,Rbzc2ShKP5c,13743,374,21,0,125
2389,J8nP6EDnGAU,429580,9088,249,0,744
2390,V-Z9awVR5UM,269982,3948,126,0,265
2391,R2T7sUV59V0,215112,5208,117,0,95
2392,2S4z9oaREVE,75897,1467,55,0,137
2393,T1qvSfs9Syw,371726,11005,229,0,1713
2394,1GVXMw64xgk,511657,8639,307,0,1038
2395,w3wyiQAWZ_U,122607,4504,96,0,329
2396,WcV2DdUqcqQ,58038,1983,49,0,265
2397,3L6YzezD4I0,74004,2034,53,0,241
2398,7X2Bh3yNMo4,16295,340,5,0,77
2399,m9FThNC1GNU,37582,0,0,0,149
2400,VZf7EPUPBQw,257759,9721,232,0,1128
2401,BlXfrUa4yHA,359291,10155,181,0,758
2402,T2tWqZWI0o4,270769,3857,121,0,573
2403,tHZuQMN8pGo,233384,5784,92,0,389
2404,zE9gDooMrck,31419,934,34,0,225
2405,5YmgU0t3Vm8,1803,0,0,0,9
2406,tikyySeDvfQ,90537,2146,52,0,193
2407,Gw4uuQwIse0,6782,120,9,0,19
2408,zBVXVw6M0XQ,295236,5194,164,0,131
2409,gr07_dEUyJ8,164572,4901,95,0,311
2410,sRYFQO6CtG4,100191,2605,40,0,412
2411,1UWGcm5-yGY,169924,1940,65,0,516
2412,NLiJTFZBdAQ,22049,694,22,0,36
2413,xIxpoDACAWw,251071,7318,151,0,822
2414,pHxS1srM_mc,52363,1331,42,0,92
2415,Z8KTzD9uP9k,15384,401,12,0,37
2416,67e8iX6pj_k,57401,1970,14,0,140
2417,GmeVzVpNi7M,126218,4831,128,0,405
2418,AS6TvGnLNks,56648,1637,41,0,33
2419,c8n9xDjPKms,240760,4928,116,0,466
2420,Ab7mGw46J3g,1106,0,0,0,11
2421,oyK7-Avy7C0,2161,53,6,0,5
2422,fGkOl-5ChSw,211162,4674,128,0,457
2423,CgegM1nUMgQ,162119,4036,80,0,291
2424,7y9j_5QBNoY,1504,0,0,0,6
2425,x1AQ_4_yyJI,1287,19,5,0,6
2426,_bFFjuDljWY,137080,5271,114,0,322
2427,1PiRGZ3WVOw,32174,1470,25,0,54
2428,j70YdkWHQ-8,61566,3077,57,0,63
2429,GtjxkVyfze8,178403,7584,55,0,715
2430,mzVJ_fyFFkQ,499769,10293,293,0,1825
2431,3JzRrOT0k9M,99244,2432,27,0,301
2432,1C8N1j58lpk,421538,8772,287,0,1175
2433,pwah1s0IUmk,9541,1010,12,0,82
2434,mKDO1T0Jx1g,91501,2383,71,0,137
2435,cP7IpkMwLcw,109404,3778,72,0,250
2436,3Wul9i7sdWw,675259,17137,342,0,1871
2437,3uaG0G5xVik,474011,14939,387,0,1013
2438,iDr2g1nmG8s,964819,12754,459,0,536
2439,IIdUnzi-1eQ,37345,743,24,0,30
2440,Vi9IhLen2V4,200196,6085,120,0,748
2441,B40j_Bw8xRk,264488,6674,174,0,576
2442,3_7VbWGRRq8,18772,1060,20,0,101
2443,670XeklZrLs,210065,6149,122,0,491
2444,vUOo6o2XBfo,350069,5934,163,0,1861
2445,Z-DoCMkTxUY,72295,1934,38,0,117
2446,9zrMTjaEhjA,737988,11495,320,0,1072
2447,7CWkUhYkFVs,23292,597,21,0,14
2448,ye9pi9d1k64,135368,3250,104,0,446
2449,b4FP0Q82iS8,245761,4492,139,0,821
2450,uiEQzUBY2fA,444401,9859,216,0,1508
2451,tI8dOm20vJI,154081,4735,80,0,326
2452,i46EDG94Kd0,2789,90,4,0,7
2453,nLcEcBzFJ24,296712,6413,170,0,570
2454,D6AyoyP02DI,26823,755,15,0,46
2455,9NRexm6ehrE,310471,6959,85,0,149
2456,QOamKAm4Qgo,7082,319,11,0,29
2457,3Yg2NTwk2jY,11635,396,14,0,58
2458,9gQHi9HMFhE,207508,6404,119,0,665
2459,5eqb_A0QhXI,118264,2535,81,0,150
2460,IVQhmRbSLp8,1391892,45017,1458,0,3575
2461,XndXI5Hc2Ts,2241992,77553,2431,0,6216
2462,U6Mm7ncP6yc,1735,53,1,0,3
2463,C1kLKQ9dKTE,431001,7071,110,0,1074
2464,5v5ECr15Bao,152738,4580,95,0,438
2465,UprXtz7TpMU,372310,10037,256,0,988
2466,lKBwGlhmCSg,108045,3305,68,0,524
2467,YhCGy3Gz4vY,21755,986,43,0,32
2468,oxvNDRETAD4,214300,4478,92,0,158
2469,9h_Jt6JxNl8,1677,74,6,0,10
2470,e9AkyQnNkGk,57658,2094,14,0,235
2471,PlG7Lvigk_g,16727,765,21,0,58
2472,sAN55c6VPc8,75571,3079,42,0,561
2473,hGf-sBvIiAY,15106,780,16,0,43
2474,W803lhmxBtI,102494,3840,71,0,183
2475,U1WgJWYvnJk,275170,8167,304,0,528
2476,Jpbqr34-GPE,30445,989,18,0,51
2477,brbPIGc_kOY,114573,4614,78,0,241
2478,CjLo6GB9e0Y,4256,84,25,0,17
2479,S0p5ihy9ekU,57614,2741,10,0,231
2480,nxrgOqNzBcg,4861415,179080,3386,0,12646
2481,eOYT3C0yVcI,265763,3317,248,0,284
2482,VTjyhvIjwM0,77330,3775,69,0,106
2483,3a0goxtAiBc,14612,1015,9,0,39
2484,9Vu6nps5RPo,3724,38,2,0,22
2485,6cp1IsgyZxw,641206,11664,181,0,760
2486,M57UuQQ0eec,79389,1883,19,0,219
2487,sbmtVcpisl4,23009,487,16,0,22
2488,OEGdynWXtmc,445085,11579,83,0,572
2489,YWs7gPDw-_c,265898,9430,164,0,1117
2490,FAPJF1qSEI4,414911,6877,263,0,617
2491,DsbqgnLyZds,565537,8101,390,0,984
2492,Rrp6NLw2JfQ,314100,7859,204,0,845
2493,onF_Kya3hb8,342478,6303,163,0,388
2494,GVx5i4bcUxU,152799,3008,93,0,197
2495,sijX43kjDaQ,299524,5331,132,0,169
2496,KyPSdrqMdj8,1042974,12532,386,0,553
2497,nihxcqtscZw,229543,6251,121,0,619
2498,9s1aTJST9YY,9357,0,0,0,29
2499,0srhqOZ-Ezw,374997,10032,181,0,917
2500,2cVd1us8mt0,173151,4154,133,0,867
2501,_9RX97ai9e4,488463,12658,317,0,649
2502,Ulbh-N47r2g,30489,540,27,0,4
2503,c9nt3fO3mDM,12844,628,12,0,52
2504,nHPOVhI3ySE,114067,2907,66,0,382
2505,8QJ1zYhi33E,115238,3470,111,0,563
2506,sG5Ir1zpl1Q,18373,394,16,0,31
2507,zjv0FfV1LDs,54106,2249,54,0,69
2508,jF5WnWuretA,22691,638,16,0,36
