,title,video_id,date
342,[일본반응]아니 일본을 비판한것도 아니고 한국을 칭찬한건데 왜 일본인들이 억울해하지???,a0wqlW6Kvdw,<class 'datetime.date'>
343,[일본반응] 미국이 기술이전을 거부했던 기술을 한국이 독자개발하자 난리가난 일본반응//한국은 원잠도 갖춘다고해 어떻게 이제 우리,AENB_I5G9cc,<class 'datetime.date'>
344,[해외반응] 전세계 한국의 OLED 최고이라고 해서 질투한 일본이 한국은 무너뜨리러 계획을 나왔다! 해외전문가 빵터진 &quot;성공할수 있을까?&quot; #일본#일본반응#한국반응#해외반응,J2it7Ee0sBs,<class 'datetime.date'>
345,포레스텔라(Forestella) - Champions [광복절 특집 콘서트 당신이 대한민국입니다] 20200815,H7KieYEuwFY,<class 'datetime.date'>
346,"일본에서 난리난 한국 드라마를 보고 일본인들이 보인 반응 현빈, 손예진은 어쩜 이렇게 젊어 보일까나??",zVmfv313hEc,<class 'datetime.date'>
347,"[해외반응] 1분짜리 한국 영상 공개되자, &quot;왜 우린 한국처럼 못해?&quot; 전 세계 언론에서 앞다투며 속보로 다루고 있는 상황!?",aCQQsuG77W8,<class 'datetime.date'>
348,도쿄신문 한국 과거사를 대하는 해외언론 반응#해외반응 #외신반응 #해외네티즌반응,0hmWfEpMxc4,<class 'datetime.date'>
349,"아마존, 전기차 테슬라가 벌이는 미국 로켓전쟁 🚀 한국 시장 반응",4qMQkqyJsnA,<class 'datetime.date'>
350,[남산뉴스] 독일의 한국 G7 참가 환영에 일본 네티즌 반응 &quot;한편 일본은 당당히 퇴장&quot; / 남산뉴스 / 매일경제TV,p8rHAyUNd_0,<class 'datetime.date'>
351,한국마트에 처음 가본 미국 남자의 반응은?! WOW 우엉차? 인삼 캔디?,J-qZABWFl-c,<class 'datetime.date'>
352,쓰레기 불법 투기하는 중국인들을 본 한국 네티즌 반응,v_enzPTf2wo,<class 'datetime.date'>
353,한국의 해장법을 본 이란 미녀의 충격적인 반응,FFNzXJXEfDs,<class 'datetime.date'>
354,BTS(방탄소년단) - &#39;Dynamite&#39; M/V Reaction (다이너마이트 뮤비 리액션),yy2vujSZv0c,<class 'datetime.date'>
355,제네시스 G80택시를 한국에서 봤다고? [해외반응],eZcsZvooCrM,<class 'datetime.date'>
356,중국반응│한국을 배워야 한다│중국과 대만 전문가들이 말하는 한국인의 특징과 배울점│중국어로[路],1ti65mwm2vs,<class 'datetime.date'>
357,[한글자막] 한국의 특수부대 영상을 본 영국군 예비역의 솔직한 반응,MoxN0FzLOuo,<class 'datetime.date'>
358,중국반응│한국 핵잠수함 개발│주변을 놀라게한 한국의 무기 발전 속도│대한민국 자주국방 믿을 건 오직 스스로의 힘 뿐│중국어로[路],E2hzoVaQAwc,<class 'datetime.date'>
359,한국을 보라#일본방송#일본반응#한일자막,XurSOMgkKkA,<class 'datetime.date'>
360,[중국반응] 한국 유학 생활을 마치고 중국으로 돌아간 유학생이 걸린 한국병 10가지!,cEJQ3c95qlU,<class 'datetime.date'>
361,[해외반응] &quot;한국은 그냥 선진국이야&quot; 한국의 최저임금이 공개되자 중국과 베트남인이 충격 먹은 이유,Wrdu3vrJXTI,<class 'datetime.date'>
362,한국 힙합계 레전드 윤미래를 처음 보고 충격받은 10대 반응 (ft.  검은행복),Nf2o909hl6I,<class 'datetime.date'>
363,[해외반응] 프랑스인이 올린 한국 사진 한 장에 42도 폭염 속 부러워 미치는 해외반응//한국에 사는 기분은 어떨까??,pQNJXYJtWCs,<class 'datetime.date'>
364,한국에 온 일본 소녀들의 변화에 깜짝 놀란 일본반응,thoCyD6DOrA,<class 'datetime.date'>
365,&quot;한국과 협력해야되고 그래야만 한다&quot; 호주 장교 발언에 열광하는 상황 [해외반응],-SQpRxF33vM,<class 'datetime.date'>
366,주량 부심은 만국 공통!? 알코올 나라에서 온 외국인들에게 술을 주면 생기는 일 / 별다리 외사친 [ENG/SPA SUB],km_-T24ivzo,<class 'datetime.date'>
367,한국 잠수함 소식을 접한 일본의 이유있는 절규 [일본반응],3uOe7Cw9lFg,<class 'datetime.date'>
368,eng) BTS &#39;DYNAMITE&#39; MV Reaction | 방탄소년단 다이나마이트 뮤직비디오 리액션 | Funniest Fanboy Moments | J2N VLog,B2ifhvTYzIg,<class 'datetime.date'>
369,대놓고 중국을 싫어하는 한국 여친에 충격받은 미국인(해외반응),_pes-XL0knQ,<class 'datetime.date'>
370,"중국 코로나19 백신 무관심 반응한 한국의 백신물량 공급순서? 베트남 충격! 중국, 러시아에 줄섰는데~ 리커창 총리, 미얀마 태국 캄보디아 라오스 베트남 우선공급 발표! 의미있나?",YtJFkHLkono,<class 'datetime.date'>
371,[해외반응] 세계여성들이 현재 한국남자 인기는 1위이고 결혼하면 최고다 말하는 놀라운 이유...반면 &quot;일본남자가 최악이다&quot;! 일본여성도 묵묵히 인정 #일본반응#한국반응#해외반응,U5aunGbU2Wk,<class 'datetime.date'>
372,전세계가 증명하는 한국 술의 위대함 (해외반응),n5qsuKDqLT4,<class 'datetime.date'>
373,[일본반응] 일본은 한국보다 영어를 못한다는 주장에 일본인들이 보인 반응,DKPaRVd5Z2Q,<class 'datetime.date'>
374,네덜란드사람들의 한국과자에 반응! 전통 및 이상한 과자 || 불닭볶음맛 아몬드 빼빼로 약과 달고나 인절미과자,w7BZvrqIsHw,<class 'datetime.date'>
375,[일본반응] 트럼프 한국의 핵무장 핵미사일 발언 ! 발칵뒤집힌 일본 ! 세계 군사력 순위 핵보유국 강대국 한국 해외반응,UEfXUU04K1k,<class 'datetime.date'>
376,|중국반응| 中: 한국 최정상급 자동차 현대 제네시스 G90L! 중국의 롤스로이스? 홍치 H9와 비교해보자! 중국인들이 내린 냉정한 평가는?,MREyHUyNn5M,<class 'datetime.date'>
377,"[일본반응] 모리셔스 기름유출, 한국이 재조명되고 있다. 태안의 기적",0xIz5oOjF-E,<class 'datetime.date'>
378,[일본반응] 한국 현무4 미사일 탄두중량이 4톤 ! 발칵뒤집힌 일본 난리난 상황 ! 강대국 한국 군사력 핵무장 핵보유국 해외반응,fIMyVJq3PSg,<class 'datetime.date'>
379,일본이 열광하는 천재소녀가 한국 정복하러 왔다가 1시간만에 눈물을 쏟은 이유,k-5AqNNpkMA,<class 'datetime.date'>
380,[일본반응] 한국의 KFX 전투기 AESA 레이더 질화갈륨 소자 일본 전투기를 압도하는 세계가 극찬하는 기술 ! 군사력 해외반응,NJ0Rp4kdyHY,<class 'datetime.date'>
381,일본 역사학자가 전하는 한국 강제병합#일본방송#일본반응#한일자막,K9wQi0g_lxo,<class 'datetime.date'>
382,[일본반응] 한국 KFX 전투기 국산 기술력 조립공장 상황 ! 발칵뒤집힌 일본 세계 강대국 군사력 현무4 미사일 해외반응,FrIPKXXwvvA,<class 'datetime.date'>
383,임신 소식 가족들에게 알렸을 때 반응 #임밍아웃 [한국 인도네시아 국제커플 eng sub] Reaction when I tell my family you&#39;re pregnant,57sRc1PyLPc,<class 'datetime.date'>
384,[일본반응] 현재 미국에서 거주하고 있는 일본인들이 말하는 한국의 위상. &quot; 도대체 한국은 일본보다 몇 광년을 앞서가 있는 거야?&quot;,jKm3jotL6dA,<class 'datetime.date'>
385,이탈리아에서 온 예술 고등학생이 한국 음악실을 보고 놀라운 반응을 보이는 이유!,zLPCC5pILCA,<class 'datetime.date'>
386,베트남 축구 영웅도 결국... 일본.박항서.베트남.한국.해외반응.,U9AdEny4_cw,<class 'datetime.date'>
387,[해외반응] 한국의 드라마 시청률 순위와 그걸 본 해외 드라마 팬들이 화내는 이유,0oGcbRxP7KY,<class 'datetime.date'>
388,외신반응 한국은 끝났다? K방역 재확산 위기에 해외 반응,NnlvVx-FaFc,<class 'datetime.date'>
389,이거 키스신이 아니라 베드신아니에요?/한국드라마 키스신 반응,FY-wKzKpJSQ,<class 'datetime.date'>
390,영국BBC 한국 현재상황 집중보도에 해외네티즌반응,6OpZSc1g4P0,<class 'datetime.date'>
391,|중국반응| 한국과 북한이 통일한다면 세계는 어떻게 될 것인가?  중국인들은 남북한 통일을 어떻게 바라보고 있을까?,WGvY1_HIrik,<class 'datetime.date'>
392,"[해외반응] 한국의 교육 시스템은 절대 NO, 하지만 입시 시스템만큼은 닮아가는 미국?",7DwJ8s7w7s0,<class 'datetime.date'>
393,▶[일본반응] 日전문가 &quot;한국 원전기술&quot; 일본추월 &quot;죽기보다 싫은건 한국이 추월하는건데&quot;,FsB4Xv5W84Y,<class 'datetime.date'>
394,강남에 바다를 만든 한국을 보고 극찬하는 외국인 반응,mxP4gfb0QEo,<class 'datetime.date'>
395,[일본반응] 한국의 K-9 자주포 에스토니아 해외수출 군사력 기술력을 세계가 인정한 이유! 강대국 경제 무기 KFX 현무 미사일 해외반응,Fc7Z7zIdhB4,<class 'datetime.date'>
396,&quot;한 끗 차이로 갈렸다!&quot; 한국 직원들의 뚝심있는 대처에 감동한 해외반응,GHucfL26pcI,<class 'datetime.date'>
397,"[일본반응] 한국에 완승했다고 난리난  일본에 자국민이 되려 퇴짜 놓는 이유, 눈가리고 아웅하다가 딱걸린 상황 반응",iWb_2jyh5Ko,<class 'datetime.date'>
398,"[해외반응] 한국에서 일주일만에 3배 증가하자 최고의 예측 모델이 놀랍게 작동하는 이유, 영국도 깜짝 놀라 대응 &#39;무슨 상황인가&#39; 반응",0q-rQr_kNYY,<class 'datetime.date'>
399,&quot;한국 해수욕장 사진이 올라오자&quot; 일광욕은 필수! 해외 네티즌 반응,ZnE8ycMIQyo,<class 'datetime.date'>
400,파맛첵스 먹방! 한국 시리얼 처음 먹어본 미국 가족 반응은?,7wthhmLbtcU,<class 'datetime.date'>
401,한국에서 받은 마스크 이탈리아에서 열어보고 감사하는 반응을 보인 이유는?!,gMOMMJHuRyQ,<class 'datetime.date'>
402,한국 쮸쮸바를 처음 보고 깜짝 놀란 미국 부모님 반응 ㅋㅋ,MIjvW7AueeY,<class 'datetime.date'>
403,[해외반응] 한국의 소주묘기를 본 외국반응!!   다양한 폭탄주에 신기해 하는 외국인반응!! #일본반응 #해외반응 #소주 #폭탄주 #한국문화 #네티즌반응 #한국술문화,epKIgYfoujI,<class 'datetime.date'>
404,[해와반응] 과연 한국을 안다는 외국인들은 어디까지 알고 있을까? 두유노 챌린지,JBEmFwKa_B4,<class 'datetime.date'>
405,[해외반응] 세계적인 석학이 말하는 앞으로의 한국!! 한국 그 자체로 하나의 문명이다!!      #일본반응 #해외반응 #외국반응 #외국인반응 #석학 #국뽕 #한국문화 #한국인,9cTG8Bla2Vw,<class 'datetime.date'>
406,중국반응│한국의 병역제도│대한민국 남자들의 군복무 의무│한국 남자에게 군복무란?│​중국어로[路]​,zyxc2UIdtps,<class 'datetime.date'>
407,[일본반응]2019년 일본 최고의 명곡을 커버한 한국 걸그룹 멤버에 일본인들이 감탄한 이유 &quot;일본노래를 부르니까 한국 아이돌의 실력이 확 체감된다&quot;,OomUdq0aYEU,<class 'datetime.date'>
408,한국의 라볶이를 처음 먹어본 일본인의 반응은?!,shEFU5vGKmM,<class 'datetime.date'>
409,"손흥민 토트넘 이적 당시, 한국 축구 팬들 반응",NSpIpvyQHgM,<class 'datetime.date'>
410,무대최초공개?! BTS - &quot;Dynamite&quot; 2020 MTV VMAs Performance REACTION 리액션,FNKnZDHmguU,<class 'datetime.date'>
411,✅ 자존심을 버리고 한국에 도움을 요청한 중국상황#해외반응#한국#외국인반응#일본반응#현지반응#외신반응#세계반응#중국반응#싼샤댐#홍수#태풍#LNG#컨테이너선,IVlHSUfo1a4,<class 'datetime.date'>
412,✅ 중국에 뒤통수 맞고 한국에 SOS 보낸 아랍에미리트#해외반응#한국#외국인반응#일본반응#현지반응#외신반응#세계반응#중국반응#태풍#홍수#엔씽#컨테이너팜#스마트팜#수직농장#수경재배,E9M2W2cgN4U,<class 'datetime.date'>
413,[베트남] 한국 막 대하던 베트남 한국에 이어 미국에서 들려온 소식에 경악하는 이유 &quot;여긴 망했다 한국이 대단하긴 대단하구나&quot; 베트남 반응 현지 박항서 교민도 놀란 상황 해외반응,NTAQm2ehGUI,<class 'datetime.date'>
414,▶[일본반응] 세계경제포럼&#39;한국은 선진국의 롤모델&#39; &quot;이제 한국을 보고 배워야한다&quot;,abTlqoT71KM,<class 'datetime.date'>
415,일본 화장실을 자랑했더니 한국 화장실을 극찬하는 해외 반응,r7CJ40ULjmY,<class 'datetime.date'>
416,(해외반응) 북미권에서 실제 한국드라마의 인기는 어떨까? 아시아를 휩쓴 한류처럼 인기가 있을까? 북미권 외국인들반응  #해외반응 #네티즌반응 #한류,ImENPKyylnY,<class 'datetime.date'>
417,[해외반응] 한국이 항공모함을 만들 수나 있겠어??라는 일본인의 말을 무색하게 만든 대한민국 국방부의 깜짝 항공모함 건조 발표!!,UqUamj8n73o,<class 'datetime.date'>
418,K-POP 댄스 강사들의 BTS &quot;Dynamite&quot;  MTV VMAs Performance REACTION,Z3-oo6YE4gU,<class 'datetime.date'>
419,한국 [일본반응] 한국이 핵융합 발전용 슈퍼컴퓨터 개발 ! 선진국 한국이 미래 인류의 유일한 희망인 상황 ! 깜짝놀란 일본 ! 충격경악 강대국 KFX 현무 미사일 해외반응,SkJaOInVpLo,<class 'datetime.date'>
420,[해외반응] 한국과 일본의 민족성 차이,N5ckWdC_Kf4,<class 'datetime.date'>
421,독일인의 날카로운 한국 인터뷰를 보고 놀란 독일 여자 반응,LK2V_lnMOKw,<class 'datetime.date'>
422,"[중국반응] 중국 젊은들이 한국에서 살면서 깨닫고 변화 &quot;한국에 계속 살고 싶다, 돌아오고 싶지 않아&quot;! 중국여론 긴급당황! 궁금폭발 #일본반응#중국반응#해외반응",NqaNXWIR78A,<class 'datetime.date'>
423,"전세계 해외반응 &#39;한국 아이들 존경스럽다,유치원의 기적?&#39;도대체 무슨일?",RCSS7Aki_ok,<class 'datetime.date'>
424,[해외반응] 해외언론이 러시아에서 전국민 70%가 한국제품을 쓴다고 소식을 깜짝 놀랐다! 특히 일본당국 &quot;러시아가 일본 등돌렸어&quot; #일본반응#한국반응#해외반응,-9JXrXnHw3I,<class 'datetime.date'>
425,한국 일본반응 한국산 반도체가 세계를 정복하자 일어나는 놀라운 상황 선진국 강대국 한국의 기술력에 발칵뒤집힌 일본 삼성 경제 미래 예언 해외반응 대한민국,9wpzgLf51eg,<class 'datetime.date'>
426,[일본반응]한국의 기술 수준이 너무 높아 일본은 따라갈수 없다며 반성하는 일본상황 &quot; 일본이 자랑하던 반도체 자동차 다 한국에 빼앗긴지 오래다&quot;,F36X7TeXMX8,<class 'datetime.date'>
427,한국 액션에 깜놀?! 한국영화 &#39;마녀&#39;를 본 일본인의 반응은? #한일커플 #한국영화 #마녀,IwnGr7TB50o,<class 'datetime.date'>
428,[아르헨티나반응] 한국에서 개발한 K105A1 자주포를 본 아르헨티나 밀덕들,_is5xIa8v-M,<class 'datetime.date'>
429,(해외반응)한국드라마에 빠져 문화단절된 미국인과 댓글/친구들에게 따돌림 당하는 것 같은 기분이 들어   #해외반응 #미국반응 #네티즌반응,N7NskFBncqE,<class 'datetime.date'>
430,"아베총리사퇴 일본, 미국, 대만, 한국 댓글반응! 예상외의 댓글반응들!",2yl2gQ0KVCk,<class 'datetime.date'>
431,[해외반응] 세계 최대 드라마 사이트에서 인정한 한국 드라마,jgZXGVylIS4,<class 'datetime.date'>
432,아베사임 한국반응이 너무 궁금한 일본언론! 그리고 트럼프 반응!,kgqDY6FKc9w,<class 'datetime.date'>
433,[일본반응] 한국의 F-35B 스텔스 전투기 ! 국산 항공모함에 탑재하는 상황 ! KFX 전투기 추가도입하는 이유 발칵뒤집힌 일본 ! 한국군 군사력 해외반응,UdTlm7ReYjA,<class 'datetime.date'>
434,[일본반응] 한국의 미래 2020년 세계 GDP 순위 9위를 예상하는 상황 ! 발칵뒤집힌 일본 ! 강대국 선진국 한국 경제 해외반응,PHrM1cLzzY0,<class 'datetime.date'>
435,|중국반응| 中: 4년간 배로 증가한 한국 라면 해외수출! 그 중 중국 수출량 4만톤으로 최대! 한국라면을 즐기는 중국인들이 말하는 맛 포인트는 무엇인가?,ps_42J26arI,<class 'datetime.date'>
436,해외반응] 한국에 사는 외한국인들이 한국 지하철 문화에 대한 충격받은 상황 &quot;우리 나라에도 지하철을 한국처럼 됐으면 좋겠는데...&quot;! 전세계 왕부럽! #일본반응#한국반응#해외반응,4JXvK4Q_6mI,<class 'datetime.date'>
437,한국 일본반응 아베 사임 소식에 넷우익 발광 아베는 한국에 패배 ! 발칵뒤집힌 일본 ! 후임 총리는 누구야 ? 해외반응,A1nsInplvEk,<class 'datetime.date'>
438,"[해외반응]K-POP 역사 새롭게 쓴 방탄소년단, 한국 가수 사상 첫 빌보드 싱글 1위 달성에 난리난 해외반응",YebcDXYwTPM,<class 'datetime.date'>
439,"&quot;BTS 다이너마이트가 폭발&quot; 빌보드 1위, 외신 반응 보니… / JTBC 뉴스ON",_wCRz1C7uM4,<class 'datetime.date'>
440,한국의 스타벅스에서 얻는 마스크 착용의 교훈 | 해외반응,8vTlHOdNO2k,<class 'datetime.date'>
441,[해외반응] 한국에 막나가던 일본 피눈물 흘리게 생긴 이유 / 살아생전 처음보는 동맹에 전 세계가 주목하고 있다,n76TAm9H4fY,<class 'datetime.date'>
442,2021년 부동산전망 4편 - 한국경제연구원 DSGE 충격반응함수로 예측한 집값전망,f6UqvTUtY_k,<class 'datetime.date'>
443,한국 일본반응 K-2 흑표 전차 폴란드 800대 수출 가능성 ! 일본이 흥분한이유 ! 강대국 군사력 한국군 KFX 현무4 미사일 해외반응,D9_elT0Vyto,<class 'datetime.date'>
444,한국 일본반응 한국의 현무4 미사일 세계 강대국 한국의 미래를 예언하는 이유 발칵뒤집힌 일본 ! 군사력 핵무장 핵보유국 핵잠수함 KFX 해외반응,5bvWFDgkSxg,<class 'datetime.date'>
445,[띵곡플레이어] ★재해석의 참예★ #라포엠 - #별바람햇살그리고사랑♬(#터보) ㅣ KBS방송,uG6879F8cjU,<class 'datetime.date'>
446,빌보드 3주 1위! BTS &#39;다이너마이트&#39; 왜떴을까…미국 현지 반응은?,HFTxUrXOrKM,<class 'datetime.date'>
447,한국음식 처음먹는 외국인들의 반응은?(ft.삼겹살)/生まれて初めての韓国料理(ft.サムギョプサル)/First Korean food/MUKBANG/ China Nepal Myanmar,RFwHFXwBYL4,<class 'datetime.date'>
448,&quot;사막에 히터도 팔겠네!&quot; 한국의 기막힌 마케팅 전략에 감탄하고 있는 인도네시아와 말레이시아 반응,uisFQ-N6_4k,<class 'datetime.date'>
449,[해외반응] 전세계를 홀려버린 한국의 믿을수 없는 광경들...해외전문가 발언 &quot;한국 진짜 대박! 한국을 세계의 성지이다&quot;! #일본반응#한국반응#해외반응,tlS_7nmXvFA,<class 'datetime.date'>
450,한국 해병대 레전드 짤을 본 미국 해병대 반응,aDDpZD3u9f0,<class 'datetime.date'>
451,[해외반응] 한국의 영상하나에 감동한 외국인반응!! 사골주의!!                   #해외반응 #네티즌반응 #한국반응 #취객 #진상처리 #한국문화 #일본반응 #외국반응,vRXXnZMgReQ,<class 'datetime.date'>
452,드디어 봤습니다...! 한국영화 &#39;극한직업&#39;을 본 일본인의 반응은? #한일커플 #한국영화 #극한직업,Mk5VFHUv35Y,<class 'datetime.date'>
453,"한국에서 온 구독자 택배 언박싱! 이사벨 언박싱 반응, 구독자택배반응 [유오디아] /국제커플/미국 일상 브이로그/외국에서 살기/외국 브이로그,미국엄마한국아빠/한미국제커플",fdYPU3dKyv4,<class 'datetime.date'>
454,중국반응│한국-몽골 연합국을 아시나요?│그레이트 코리아 연방국가│한국+몽골이 뭉친다면 그 시너지 효과는?│중국어로[路]​,hWr_I8njrBY,<class 'datetime.date'>
455,[해외반응] 한국 대학생이 축제를 하면...!! 연고대 싸이 팸피언!!           #해외반응 #일본반응 #외국반응 #네티즌반응 #한국문화 #국뽕 #연대 #고대,mvifprrBPQQ,<class 'datetime.date'>
456,최근 한국 인천 공항에서 외국인들이 놀란 반응을 보일수 밖에 없는 이유! feat.마스크 반출,xtYfMwlUAf8,<class 'datetime.date'>
457,[해외반응] 한국인의 DNA에는 흥이 있다!!  한국의 흥을 본 외국반응!!              #일본반응 #해외반응 #네티즌반응 #한국문화 #국뽕 #한국인 #외국인반응,AmsbC24hb4s,<class 'datetime.date'>
458,eng) K-pop Trainee REACTION to BTS - ‘Dynamite’ M/V | 연습생 뮤직비디오 리액션,BoWjatOqL2I,<class 'datetime.date'>
459,&#39;육회&#39;는 굽는 게 아닌가요? (육회 첫 도전!) l #어서와리플레이 l #어서와한국은처음이지 l EP.155,5A-am1563o8,<class 'datetime.date'>
460,한국 홍어 처음 먹어본 프랑스인 반응 ㄷㄷㄷ,-Knk8LPPFRI,<class 'datetime.date'>
461,[해외반응] 한국 가전제품이 가성비 갑이라는 건 옛말!! 이제는 최고급 제품으로 생각한다!!         #일본반응 #해외반응 #외국반응 #삼성 #엘지 #LG #전자제품,C0LLlHwLmKw,<class 'datetime.date'>
462,[단독해외반응] 한국 군인이 기차에서 행한 행동 하나가 4년만에 기적같이 알려지자 전 세계가 눈물 흘리며 감동한 이유!!,baBTeM-fW1c,<class 'datetime.date'>
463,"한국치킨을 처음 먹어본 호주아이들 실제반응!! 치킨에 떡실신, 김치에 참교육 ㅋㅋ [인도네시아 국제커플]",MCRv_ZJ14rc,<class 'datetime.date'>
464,한국 [일본반응] 한국의 세계 GDP 경제 순위 이탈리아를 추월하자 일어나는 놀라운 기적 발칵뒤집힌 일본 ! 강대국 선진국 순위 해외반응 KFX 현무 미사일 대한민국,f8ooIIe7h-8,<class 'datetime.date'>
465,"(해외반응) 일본이 버린 기술로 이스라엘과 한국이 대박친 상황  배알 꼴린 일본, 닭 쫒던 개 신세 됐는데…",P43AEZ9Fwjw,<class 'datetime.date'>
466,[해외네티즌반응] 한국 거주 외국인들의 불만은 뭘까요? Foreigners in Korea have some complaints! [영어공부],_LM_YlCvnno,<class 'datetime.date'>
467,[해외반응] 한국음식 지들꺼라 우기다가 전세계 사람들에게 개망신당한 일본,OCXE5RBEpm8,<class 'datetime.date'>
468,[해외반응] 외국인들이 한국에 살다가 깨닫고 &quot;한국이 진짜 미국보다 훨씬 우월해...세계 짱이다&quot; 극찬! 한국을 욕하는 나라는 일본인뿐임 #일본반응#한국반응#해외반응,tvbIEuUz5c0,<class 'datetime.date'>
469,한국 길거리에서 지갑을 떨어뜨린 외국인이 직접겪은 놀라운 상황ㅣ SOCIAL EXPERIMENT,bk2Q--ym6xg,<class 'datetime.date'>
470,[해외반응] 한국에서 이런 사고가 생기면!!  If this kind of accident happens in Korea!! #해외반응 #일본반응 #네티즌반응 #국뽕 #한국문화,piPGqae8J60,<class 'datetime.date'>
471,[해외반응] 지금 전세계 73개국이 모두다 한국 눈치 보고 있다! 한국 의리한 나라는 웃고 한국 막던 나라는 후회눈물 폭풍! 특히 일본 최많이 운다! #일본반응#한국반응#해외반응,nwfzwE_s5Ko,<class 'datetime.date'>
472,호주에서 한국의 K9자주포 산다! &quot;단독후보 선정&quot;[일본반응],pz7lh4i3s0w,<class 'datetime.date'>
473,"[해외반응 일본반응] 일본이 내놓은 놀라운 신기술 한국 포함 전세계가 경악하는 이유, 한국사람들도 놀란 걸 그대로 가져간 상황 한국인들 &quot;어디서 본 거 같은데&quot; 골판지 일본 반응",KUmHlnP5anM,<class 'datetime.date'>
474,미국이 공개한 한국영상에 전세계가 폭풍오열한 이유 // 미국 1800만명이 집콕하며 서울 쌍문동에 댓글 남기는 중  // 해외반응모음 미국반응,i0hfBkLcqPA,<class 'datetime.date'>
475,한국 [일본반응] K-9 자주포 호주 단독수주 ! 강대국 한국군 놀라운 상황 기적이 일어난 이유 ! 세계 군사력 순위 현무4 KFX 대한민국 해외반응,JHE_zwNnR5I,<class 'datetime.date'>
476,외국인 가족에게 한국 음식을 해드렸을 때 반응?? 먹는 것보다 더 어려운 그것!!! (식사 못 할뻔...),klC56b4Qwbk,<class 'datetime.date'>
477,한국 [일본반응] 현무 미사일 단짝 KTSSM 미사일 때문에 발칵뒤집힌 일본 ! 한국은 미사일 강대국 ! 한국의 군사력 기술력 ! 해외반응,76c-dr3BlqM,<class 'datetime.date'>
478,한국 [일본반응] KFX 전투기 개발 해외 수출 가능성은 어느정도일까?  F-35와 가격 비교 한국의 군사력 기술력 깜짝놀란 일본 해외반응 KF-X 대한민국,qnVOEOfvnbo,<class 'datetime.date'>
479,[일본반응] 한국은 핵미사일 개발 핵보유국 기술력을 이미 보유하고있다는 상황 ! 현무4 미사일을 개발한 진짜 이유 발칵뒤집힌 일본 해외반응 한국군 세계 군사력 초강대국,WjP--X_MnrE,<class 'datetime.date'>
480,(해외반응) 인생 최악의 시기에 본 한국드라마/오빠의 죽음을 애도할때 그 드라마는 위로가 되었어  #해외반응 #네티즌반응 #외국인반응,nLmbeX0PaUU,<class 'datetime.date'>
481,"『일본반응』 호주, 한국의 우수한 K9 자주포 구매하겠다!! - 이 내용을 본 일본은 &quot;호주도 이제 레드팀으로 가는 것이냐?&quot;",AMSwpz_Sb4U,<class 'datetime.date'>
482,해외반응 한국 태풍 마이삭 당시 한국인을 본 외국인반응 세계가 극찬하는 상황/해외네티즌반응,0YYX2Zw1_bw,<class 'datetime.date'>
483,[일본반응] 세계 대학 순위에서 한국에 밀리자 이성을 잃은 일본인들 반응 &quot; 일본의 과학기술력이 떨어졌다는 증거고 한국에 완패하는건 시간문제야&quot;,bcHJu3I-a2Q,<class 'datetime.date'>
484,해외반응 외국인이 비교한 한국과 미국의 마스크/ 세계가 극찬하는 한국 시민의식/ 해외네티즌반응,syBxa1Jo-wI,<class 'datetime.date'>
485,(해외반응) 외국인이 레딧에 올린 한국 짜장면을 본 해외네티즌반응 &quot;한국 짜장면 훌륭하다&quot;,A3X1G9b1hjg,<class 'datetime.date'>
486,한국 [일본반응] KFX 전투기 시제기 출고 최종조립 시작 ! 발칵뒤집힌 일본! 놀라운 기적이 일어난 이유 한국군 국방부 기술력 해외반응 KF-X,_fAIJ7cqF3A,<class 'datetime.date'>
487,"해외반응 전세계 네티즌 반응 &quot;미국 뉴욕에도 게시하자&quot; 한국 서울시청 포스터를보고 영국, 프랑스 등 세계가 극찬하는 이유",vBP9C8GsTQc,<class 'datetime.date'>
488,한국 제주도에서 찍힌 사진한장에 외국인들의 해외반응,CDIHCu8cfgo,<class 'datetime.date'>
489,[단독해외반응] 전 세계 최초로 한국 도로에 설치된 &#39;이것&#39;의 개발자가 알려지자 해외 네티즌들이 웃으며 분노하는 이유,85pUzc2Tl60,<class 'datetime.date'>
490,한국 [일본반응] K-2 흑표 전차 파워팩 국산화 기술 개발 ! 발칵 뒤집힌 일본 !  놀라운 기적이 일어난 이유 ! 군사력 강대국 한국군 해외반응 KFX 현무 국방부 대한민국,hnvn13X8uY4,<class 'datetime.date'>
491,[중국반응] 삼성 이재용 부회장 불구속 기소! 한국의 대표 대기업 수장 기소에 대한 중국인들의 반응은?,QdqY6TsDbZ8,<class 'datetime.date'>
492,한국 한마디 발언에 마하 급으로 반응하는 미국.,ljzKhGxEyIo,<class 'datetime.date'>
493,『일본반응』 &quot;우리는 한국의 모든 것들을 사랑한다!!&quot; 일본 젊은 세대들의 외침!! - 이 내용을 본 일본의 반응은?,jTZr1urpI0w,<class 'datetime.date'>
494,[해외반응] 한국 드라마로 힐링받는 전세계 사람들,673yIi8GR44,<class 'datetime.date'>
495,"아시아판 NATO 구상 밝힌 미국반응 🤷 미국이냐, 중국이냐 한국의 선택은?",2ayFfbYHcuk,<class 'datetime.date'>
496,"한국음식 닭곰탕을 처음 먹어본 필리핀 가족, 과연 반응은? ㅣ한필커플,국제커플",WX_ZGtUxB44,<class 'datetime.date'>
